"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-03","0.00","86",
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-04","0.40","86","72"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-05","0.02","79","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-06","0.00","75","50"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-07","0.03","80","51"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-08","0.68","75","36"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-09","0.00","55","36"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-10","0.00","69","42"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-11","0.01","74","49"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-12","0.00","77","49"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-13","0.02","81","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-14",,"76","63"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-15","0.30","79","60"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-16","0.00","81","57"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-17","0.00","81","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-18","0.00","83","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-19","0.00","82","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-20","0.00","82","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-21","0.00","84","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-22","0.00","85","63"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-23","0.25","86","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-24","0.06",,"54"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-25","0.00","75","45"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-26","0.01","80","48"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-27","0.00","82","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-28","0.00","68","46"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-29","0.20","59","44"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-30","0.13","54","46"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-01-31","0.00","62","38"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-01","0.00","72","38"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-02","0.00","76","43"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-03","0.00","79","43"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-04","0.00","82","55"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-05","0.00","78","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-06","0.00","80","51"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-07","0.00","81","54"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-08","0.64","84","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-09","0.00","84","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-10","0.00","84","49"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-11","0.00","83","48"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-12","0.00","81","49"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-15","0.00","82","53"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-16","0.33","83","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-17","0.00","82","42"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-18","0.00","72","42"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-19","0.00","80","53"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-20","0.00","82","54"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-21","0.00","85","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-22","0.00","85","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-23","2.20","85","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-24","0.02","80","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-25","0.00","85","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-02-28","0.00","87","53"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-01","0.00","88","65"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-02","0.00","87","63"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-03","0.00","86","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-07","0.00",,"54"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-08","0.00","85","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-09","0.00","84","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-10","0.00","86","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-11","0.00","85","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-12","0.00","86","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-13","0.00","77","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-14","0.15","81","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-15","0.00","69","48"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-16","0.00","68","37"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-17","0.00","64","37"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-18","0.00","75","37"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-19","0.00","80","37"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-20","0.00","81","47"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-21","0.00","81","45"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-22","0.00","84","49"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-23","0.00","87","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-24","0.00","82","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-25","0.00","81","57"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-26","0.00","83","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-27","0.00","86","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-28","0.00","86","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-29","0.00","87","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-30","0.00","88","55"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-03-31","0.00","88","57"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-01","0.00","90","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-02","0.00","85","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-03","0.00","94","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-04","0.00","93","73"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-05","0.02","90","65"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-06","0.00","96","66"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-07","0.00","84","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-08","0.00","75","44"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-09","0.00","78","45"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-10","0.00","83","56"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-11","0.00","85","57"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-12","0.00","86","60"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-13","0.00","87","60"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-17","0.00","87","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-19","0.00","90","59"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-20","0.00","88","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-21","0.00","88","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-22","0.00","92","58"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-23","0.00","91","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-24","0.00","90","67"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-25","0.00","86","57"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-26","0.00","86","53"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-27","0.00","90","54"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-29","0.00","96","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-04-30","0.00",,"70"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-01","0.00","92","72"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-02","0.00","94","74"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-03","0.00","92","68"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-04","0.00","92","68"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-05","0.20","93","69"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-06","0.00","80","60"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-07","0.00","81","51"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-08","0.00","88","53"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-09","0.00","91","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-10","0.00","93","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-11","0.00","97","62"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-12","0.00","96","61"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-13","0.00","91","66"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","2017-05-14","0.00","95","64"
