"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-01","0.00","0.0","40","16"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-02","0.31","4.2","40","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-03","0.44","5.5","38","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-04","0.02","0.0","42","29"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-05","0.38","3.6","42","17"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-06","0.03","0.8","18","-1"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-07","0.04","0.8","27","2"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-08","0.63","0.9","35","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-09","0.21","0.0","53","35"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-10","0.11","0.0","45","32"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-11","0.27","0.0","47","35"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-12","0.23","0.6","45","34"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-13","0.00","0.0","36","31"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-14","0.00","0.0","36","31"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-15","0.00","0.0","33","28"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-16","0.00","0.0","33","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-17","0.00","0.0","33","16"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-18","0.00","0.0","41","17"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-19","0.15","0.9","35","28"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-20","0.08","0.0","42","32"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-21","0.37","2.2","40","32"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-22","0.02","0.3","39","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-23","0.52","1.6","42","33"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-24","0.17","1.5","35","25"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-25","0.23","3.0","31","23"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-26","0.07","1.4","31","20"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-27","0.00","0.0","27","15"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-28","0.00","0.0","27","9"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-29","0.00","0.0","28","10"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-30","0.00","0.0","31","12"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-01-31","0.00","0.0","36","11"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-01","0.00","0.0","50","26"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-02","0.00","0.0","49","34"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-03","0.00","0.0","51","29"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-04","0.01","0.0","55","39"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-05","0.00","0.0","55","39"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-06","0.00","0.0","52","45"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-07","0.02","0.0","50","44"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-08","0.00","0.0","61","38"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-09","0.00","0.0","72","52"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-10","0.11","0.0","67","47"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-11","1.04","1.2","49","32"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-12","0.00","0.0","47","26"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-13","0.00","0.0","45","25"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-14","0.00","0.0","49","25"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-15","0.00","0.0","56","27"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-16","0.00","0.0","64","30"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-17","0.00","0.0","60","36"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-18","0.00","0.0","60","44"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-19","0.08","0.0","55","44"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-20","0.00","0.0","57","39"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-21","0.00","0.0","64","52"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-22","1.03","2.0","60","32"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-23","0.46","4.6","33","26"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-24","0.01","0.0","30","23"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-25","0.00","0.0","34","14"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-26","0.00","0.0","42","13"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-27","0.33","4.0","41","30"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-02-28","0.00","0.0","37","18"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-01","0.00","0.0","42","24"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-02","0.00","0.0","46","21"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-03","0.00","0.0","57","25"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-04","0.00","0.0","63","37"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-05","0.00","0.0","64","43"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-06","0.04","0.0","58","28"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-07","0.00","0.0","49","25"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-08","0.00","0.0","64","40"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-09","0.00","0.0","68","35"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-10","0.00","0.0","68","41"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-11","0.00","0.0","64","40"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-12","0.00","0.0","62","42"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-13","0.00","0.0","67","34"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-14","0.00","0.0","75","39"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-15","0.00","0.0","78","42"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-16","0.00","0.0","76","52"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-17","0.00","0.0","75","43"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-18","0.00","0.0","80","47"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-19","0.00","0.0","76","51"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-20","0.00","0.0","75","52"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-21","0.00","0.0","75","53"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-22","0.00","0.0","73","56"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-23","0.64","0.0","62","39"
"USC00427064","PROVO BYU, UT US","40.2458","-111.6508","1392.9","2017-03-24","0.00","0.0","60","35"
