"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-01","0.03","0.0","44","28"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-02","0.00","0.0","48","25"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-03","0.46","0.0","41","29"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-04","0.51","0.0","44","40"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-05","0.00","0.0","50","26"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-06","0.07","1.8","31","26"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-07","0.00","0.2","32","22"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-08","0.60","10.6","24","14"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-09","0.00","0.0","22","2"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-10","0.00","0.0","21","-2"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-11","0.23","0.0","48","1"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-12","0.51","0.0","50","40"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-13","0.00","0.0","56","47"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-14","0.00","0.0","48","25"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-15","0.12","1.7","33","23"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-16","0.00","0.0","38","16"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-17","0.00","0.0","41","16"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-18","0.55","0.0","41","31"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-19","0.00","0.0","39","31"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-20","0.00","0.0","48","30"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-21","0.06","0.0","42","36"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-22","0.00","0.0","47","40"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-23","0.00","0.0","52","38"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-24","1.42","0.0","39","36"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-25","0.25","0.0","40","33"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-26","0.00","0.0","47","33"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-27","0.07","0.0","48","37"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-28","0.00","0.0","42","31"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-29","0.00","0.0","41","24"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-30","0.00","0.0","45","23"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-01-31","0.00","0.0","36","19"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-01","0.09","1.8","33","20"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-02","0.00","0.0","44","26"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-03","0.00","0.0","43","21"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-04","0.00","0.0","33","20"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-05","0.00","0.0","33","20"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-06","0.00","0.0","41","32"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-07","0.00","0.0","43","28"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-08","0.07","0.0","48","34"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-09","0.22","1.8","60","31"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-10","1.60","11.7","31","12"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-11","0.00","0.0","35","13"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-12","0.00","0.0","42","28"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-13","0.52","0.5","38","27"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-14","0.00","0.0","38","22"
"USC00308721","UPTON COOP NWSFO NEW YORK, NY US","40.8656","-72.8643","24.4","2017-02-15","0.00","0.0","36","21"
