"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-01","0.00","0.0","30","21"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-02","0.00","0.0","31","20"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-03","0.06","0.8","33","28"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-04","0.01","0.2","32","13"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-05","0.00","0.0","16","0"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-06","0.00","0.0","10","-2"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-07","0.00","0.0","14","-3"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-08","0.01","0.2","13","-2"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-09","0.08","0.2","20","10"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-10","0.05","0.5","30","14"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-11","0.60","3.7","32","11"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-12","0.27","5.0","16","12"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-13","0.00","0.0","20","-1"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-14","0.00","0.0","15","-2"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-15","0.00","0.0","27","-4"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-16","0.00","0.0","29","-4"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-17","0.00","0.0","33","6"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-18","0.00","0.0","36","19"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-19","0.00","0.0","40","19"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-20","0.00","0.0","35","24"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-21","0.23","0.0","39","29"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-22","0.03","0.0","41","34"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-23","0.03","0.0","41","35"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-24","0.02","0.0","41","35"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-25","0.00","0.1","39","33"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-26","0.04","0.4","36","30"
"USC00204425","K.I. SAWYER WWTP, MI US","46.3341","-87.3779","340.2","2017-01-27","0.06","0.8","33","27"
