"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-01","0.00","0.0","48","32"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-02","0.20","0.0","54","40"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-03","0.30","0.0","44","41"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-04","0.75","0.0","46","41"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-05","0.00","0.0","54","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-06",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-07",,"0.0","34","18"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-08","0.10","1.0","23","11"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-09","0.00","0.0","21","9"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-10",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-11","0.05","0.0","43",
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-12","0.10","0.0","59","37"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-13",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-14",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-15",,"0.0","37","32"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-16","0.00","0.0","46","37"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-17",,"0.0","45","39"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-18","0.17","0.0","53","40"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-19","0.00","0.0","58","36"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-20","0.00","0.0","51","35"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-21","0.05","0.0","49","40"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-23",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-24",,"0.0",,"35"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-25","0.00","0.0","49","36"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-26","0.00","0.0","65","35"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-27","0.00","0.0","60","38"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-28","0.00","0.0","40","30"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-29","0.00","0.0","48","29"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-30","0.10","1.0","44","29"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-01-31","0.00","0.0","36","22"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-01","0.00","0.0","54","31"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-02","0.00","0.0","49","32"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-03","0.00","0.0","49","31"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-04","0.00","0.0","40","22"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-05","0.00","0.0","40","27"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-06","0.00","0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-07","0.00","0.0","64",
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-08","0.00","0.0","74","55"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-09","0.15","0.0","72","36"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-10",,"0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-11","0.00","0.0","37",
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-12","0.00","0.0","52","37"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-13","0.05","0.0","55","37"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-14","0.00","0.0","47","25"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-15","0.05","0.0","46","30"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-16","0.00","0.0","52","31"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-17","0.00","0.0","39","20"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-18","0.00","0.0","54","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-19","0.00","0.0","73","34"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-20","0.00","0.0","72","42"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-21","0.00","0.0","68","39"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-22","0.00","0.0","58","39"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-23","0.00","0.0","65","46"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-24","0.00","0.0","79","53"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-25","0.00","0.0","78","56"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-26","0.30","0.0","77","32"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-27","0.00","0.0",,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-02-28","0.00","0.0","56","28"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-01","0.40","0.0","70","44"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-02","0.10","0.0","77","44"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-03","0.00","0.0","50","31"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-05","0.00",,"40","20"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-06","0.00","0.0","40","22"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-07","0.00","0.0","53","30"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-08","0.15",,"70","46"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-09","0.00","0.0","68","43"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-10","0.00","0.0","74","36"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-11","0.10","0.0","45","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-12","0.00",,"39","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-13","0.00","0.0","42","21"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-14","0.10","1.0","44","21"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-15","0.00","0.0","38","20"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-16","0.00","0.0","32","22"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-17","0.00","0.0","40","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-18","1.00","0.0","50","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-19","0.75",,"59","34"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-20","0.00",,"50","33"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-21","0.05","0.0","55","30"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-22","0.00",,,
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-23","0.00","0.0",,"24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-24","0.00",,"49","24"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-25","0.05",,"64","34"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-26","0.00",,"81","46"
"USC00445204","MANASSAS, VA US","38.73332","-77.49263","74.7","2017-03-27","0.05",,"49","46"
