,day_index,DATE_unix_UTC,SUNRISE,SUNSET,TMAX,TMIN,AWND,FORECAST,PROB_PREC,PRCP,SNOW,Date,Month,Day,Week_Day,Year,PRCP_SQRT,SNOW_SQRT,isAHOLIDAY,IFR,Intercept,LOC,REGION,LATITUDE,LONGITUDE,Intercept_coeff,IFR_coeff,AWND_coeff,PRCP_coeff,PRCP_SQRT_coeff,SNOW_coeff,SNOW_SQRT_coeff,TMIN_coeff,TMAX_coeff,isAHOLIDAY_coeff,Month_coeff,Day_coeff,Week_Day_coeff,Year_coeff,Intercept_coeff_se,IFR_coeff_se,AWND_coeff_se,PRCP_coeff_se,PRCP_SQRT_coeff_se,SNOW_coeff_se,SNOW_SQRT_coeff_se,TMIN_coeff_se,TMAX_coeff_se,isAHOLIDAY_coeff_se,Month_coeff_se,Day_coeff_se,Week_Day_coeff_se,Year_coeff_se,Intercept_p,IFR_p,AWND_p,PRCP_p,PRCP_SQRT_p,SNOW_p,SNOW_SQRT_p,TMIN_p,TMAX_p,isAHOLIDAY_p,Month_p,Day_p,Week_Day_p,Year_p,test_root_MSE,R2,PSEUDO R-SQU,LOG-LIKELIHOOD,LL-NULL,LLR p-value,mod_descript,expr,CONF_lower,CONF_upper,y_forecast
963,3,1651165200,2022-04-28 06:32:53,2022-04-28 20:28:38,53.82,32.86,7.47,Clear,0.0,0.0,0.0,2022-04-28,4,28,3,2022,0.0,0.0,0,0.0,1,DTW,AGL,42.21244444444445,-83.35338888888889,-112.38493269872062,NaN,-0.024051622133592417,0.9601113853942013,-2.1769775390192816,NaN,-0.6107954437068425,-0.02211097850108971,0.030324501999401687,NaN,NaN,NaN,-0.05049779732791223,0.05624532712009267,28.936258766761792,NaN,0.005535625337748119,0.22691119763608011,0.22573701900843962,NaN,0.14047585773395738,0.003484714018337133,0.0031211801328020925,NaN,NaN,NaN,0.00963250834372452,0.014329803449082095,0.00010280301046431077,NaN,1.3935247134825424e-05,2.3242634416897406e-05,5.218481666862588e-22,NaN,1.3735601184867228e-05,2.2223147029300405e-10,2.584244784355056e-22,NaN,NaN,NaN,1.5847136380422333e-07,8.67084048381033e-05,3.37,NaN,0.08968518463519437,-3458.3867408470805,-3799.110683990289,7.052738737894224e-142,generalizePoisson,VFR ~ AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Week_Day + SNOW_SQRT,1.7316259185259005e-49,2.6731817998683538e+50,6.803639386081491
964,4,1651251600,2022-04-29 06:31:30,2022-04-29 20:29:46,55.99,35.35,7.58,Clouds,0.0,0.0,0.0,2022-04-29,4,29,4,2022,0.0,0.0,1,0.0,1,DTW,AGL,42.21244444444445,-83.35338888888889,-112.38493269872062,NaN,-0.024051622133592417,0.9601113853942013,-2.1769775390192816,NaN,-0.6107954437068425,-0.02211097850108971,0.030324501999401687,NaN,NaN,NaN,-0.05049779732791223,0.05624532712009267,28.936258766761792,NaN,0.005535625337748119,0.22691119763608011,0.22573701900843962,NaN,0.14047585773395738,0.003484714018337133,0.0031211801328020925,NaN,NaN,NaN,0.00963250834372452,0.014329803449082095,0.00010280301046431077,NaN,1.3935247134825424e-05,2.3242634416897406e-05,5.218481666862588e-22,NaN,1.3735601184867228e-05,2.2223147029300405e-10,2.584244784355056e-22,NaN,NaN,NaN,1.5847136380422333e-07,8.67084048381033e-05,3.37,NaN,0.08968518463519437,-3458.3867408470805,-3799.110683990289,7.052738737894224e-142,generalizePoisson,VFR ~ AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Week_Day + SNOW_SQRT,1.5782412403463914e-49,2.6945410119688484e+50,6.521223618995082
965,5,1651338000,2022-04-30 06:30:08,2022-04-30 20:30:53,56.77,40.06,12.37,Clouds,0.13,0.0,0.0,2022-04-30,4,30,5,2022,0.0,0.0,0,0.0,1,DTW,AGL,42.21244444444445,-83.35338888888889,-112.38493269872062,NaN,-0.024051622133592417,0.9601113853942013,-2.1769775390192816,NaN,-0.6107954437068425,-0.02211097850108971,0.030324501999401687,NaN,NaN,NaN,-0.05049779732791223,0.05624532712009267,28.936258766761792,NaN,0.005535625337748119,0.22691119763608011,0.22573701900843962,NaN,0.14047585773395738,0.003484714018337133,0.0031211801328020925,NaN,NaN,NaN,0.00963250834372452,0.014329803449082095,0.00010280301046431077,NaN,1.3935247134825424e-05,2.3242634416897406e-05,5.218481666862588e-22,NaN,1.3735601184867228e-05,2.2223147029300405e-10,2.584244784355056e-22,NaN,NaN,NaN,1.5847136380422333e-07,8.67084048381033e-05,3.37,NaN,0.08968518463519437,-3458.3867408470805,-3799.110683990289,7.052738737894224e-142,generalizePoisson,VFR ~ AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Week_Day + SNOW_SQRT,1.1077455088512584e-49,2.3462604458810013e+50,5.098097166119886
966,6,1651424400,2022-05-01 06:28:48,2022-05-01 20:32:01,65.8,50.02,14.63,Rain,1.0,0.17086614173228346,0.0,2022-05-01,5,1,6,2022,0.41335957921921135,0.0,0,0.0,1,DTW,AGL,42.21244444444445,-83.35338888888889,-112.38493269872062,NaN,-0.024051622133592417,0.9601113853942013,-2.1769775390192816,NaN,-0.6107954437068425,-0.02211097850108971,0.030324501999401687,NaN,NaN,NaN,-0.05049779732791223,0.05624532712009267,28.936258766761792,NaN,0.005535625337748119,0.22691119763608011,0.22573701900843962,NaN,0.14047585773395738,0.003484714018337133,0.0031211801328020925,NaN,NaN,NaN,0.00963250834372452,0.014329803449082095,0.00010280301046431077,NaN,1.3935247134825424e-05,2.3242634416897406e-05,5.218481666862588e-22,NaN,1.3735601184867228e-05,2.2223147029300405e-10,2.584244784355056e-22,NaN,NaN,NaN,1.5847136380422333e-07,8.67084048381033e-05,3.37,NaN,0.08968518463519437,-3458.3867408470805,-3799.110683990289,7.052738737894224e-142,generalizePoisson,VFR ~ AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Week_Day + SNOW_SQRT,3.2946398604772737e-50,1.6344245291389036e+50,2.3205258461484077
967,7,1651510800,2022-05-02 06:27:29,2022-05-02 20:33:08,64.58,52.7,12.01,Clouds,0.0,0.0,0.0,2022-05-02,5,2,0,2022,0.0,0.0,1,0.0,1,DTW,AGL,42.21244444444445,-83.35338888888889,-112.38493269872062,NaN,-0.024051622133592417,0.9601113853942013,-2.1769775390192816,NaN,-0.6107954437068425,-0.02211097850108971,0.030324501999401687,NaN,NaN,NaN,-0.05049779732791223,0.05624532712009267,28.936258766761792,NaN,0.005535625337748119,0.22691119763608011,0.22573701900843962,NaN,0.14047585773395738,0.003484714018337133,0.0031211801328020925,NaN,NaN,NaN,0.00963250834372452,0.014329803449082095,0.00010280301046431077,NaN,1.3935247134825424e-05,2.3242634416897406e-05,5.218481666862588e-22,NaN,1.3735601184867228e-05,2.2223147029300405e-10,2.584244784355056e-22,NaN,NaN,NaN,1.5847136380422333e-07,8.67084048381033e-05,3.37,NaN,0.08968518463519437,-3458.3867408470805,-3799.110683990289,7.052738737894224e-142,generalizePoisson,VFR ~ AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Week_Day + SNOW_SQRT,1.3297909384127751e-49,3.0256508430984048e+50,6.343093152361348
968,0,1650913200,2022-04-25 08:45:45,2022-04-25 22:06:28,90.21,62.6,11.83,Clear,0.0,0.0,0.0,2022-04-25,4,25,0,2022,0.0,0.0,1,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,3.725968806471705e-15,1.6502047861779268e+19,247.963940071722
969,1,1650999600,2022-04-26 08:44:40,2022-04-26 22:07:14,92.79,70.29,13.38,Clouds,0.0,0.0,0.0,2022-04-26,4,26,1,2022,0.0,0.0,0,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,3.1085819397843138e-15,1.4886552032646664e+19,215.11872720510922
970,2,1651086000,2022-04-27 08:43:36,2022-04-27 22:08:01,89.91,69.8,14.85,Clear,0.0,0.0,0.0,2022-04-27,4,27,2,2022,0.0,0.0,0,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,2.8198240761157698e-15,1.3733407258471223e+19,196.78869996658577
971,3,1651172400,2022-04-28 08:42:33,2022-04-28 22:08:48,85.41,68.76,17.16,Clear,0.0,0.0,0.0,2022-04-28,4,28,3,2022,0.0,0.0,0,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,2.465816531267329e-15,1.2232077019527205e+19,173.67227103508367
972,4,1651258800,2022-04-29 08:41:30,2022-04-29 22:09:35,84.54,63.68,7.94,Clear,0.0,0.0,0.0,2022-04-29,4,29,4,2022,0.0,0.0,1,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,3.582076555023892e-15,1.5569206435621865e+19,236.15691680187243
973,5,1651345200,2022-04-30 08:40:29,2022-04-30 22:10:21,89.44,68.43,9.64,Clear,0.0,0.0,0.0,2022-04-30,4,30,5,2022,0.0,0.0,0,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,3.196347749428329e-15,1.498775279185052e+19,218.8745528955332
974,6,1651431600,2022-05-01 08:39:29,2022-05-01 22:11:08,87.89,67.5,19.62,Clear,0.0,0.0,0.0,2022-05-01,5,1,6,2022,0.0,0.0,0,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,2.161568174048482e-15,1.1615388513736745e+19,158.45331849002216
975,7,1651518000,2022-05-02 08:38:31,2022-05-02 22:11:55,88.74,68.4,15.17,Clear,0.0,0.0,0.0,2022-05-02,5,2,0,2022,0.0,0.0,1,39.40142387732749,1,DVT,AWP,33.68830555555555,-112.08255555555556,196.29242635869116,0.0033382436663075194,-0.02863631620775272,NaN,-1.6725540194284512,NaN,NaN,-0.014332225756082177,0.012178535853983673,NaN,-0.01278776841706407,NaN,-0.01891275370414559,-0.09432353327022154,9.751987229808611,0.0004588697444549796,0.003244553921635973,NaN,0.08986170390353745,NaN,NaN,0.0011837653024752053,0.0010416319676621873,NaN,0.0019858726606605845,NaN,0.0031128892844650056,0.004836567321159194,4.157646757207308e-90,3.466091032821437e-13,1.0852090504399736e-18,NaN,2.543010233197329e-77,NaN,NaN,9.659858990911258e-34,1.404060992396221e-31,NaN,1.199705856205778e-10,NaN,1.2350430709813945e-09,1.0523245755264483e-84,69.51,NaN,0.07470849645513489,-8414.411624531156,-9093.795406415036,4.6503523380032805e-288,generalizePoisson,VFR ~ IFR + AWND + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,2.916186531713544e-15,1.386835689441575e+19,201.10374335772215
976,0,1650909600,2022-04-25 07:44:39,2022-04-25 20:55:20,80.13,64.56,13.82,Rain,1.0,1.4114173228346458,0.0,2022-04-25,4,25,0,2022,1.1880308593780913,0.0,1,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,2.527360803179388e-29,1.937383106303435e+31,22.127959968359214
977,1,1650996000,2022-04-26 07:43:41,2022-04-26 20:55:59,74.25,64.08,10.4,Clouds,0.49,0.0,0.0,2022-04-26,4,26,1,2022,0.0,0.0,0,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,1.3029988898971114e-28,4.118282569126165e+31,73.2537890887165
978,2,1651082400,2022-04-27 07:42:45,2022-04-27 20:56:38,80.78,59.52,8.46,Clear,0.0,0.0,0.0,2022-04-27,4,27,2,2022,0.0,0.0,0,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,2.518281570416809e-28,7.833184882815424e+31,140.44986695636996
979,3,1651168800,2022-04-28 07:41:49,2022-04-28 20:57:18,80.83,64.78,12.03,Rain,0.27,0.018503937007874015,0.0,2022-04-28,4,28,3,2022,0.1360291770462279,0.0,0,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,1.3137653112188366e-28,4.8631480596643915e+31,79.9314407733794
980,4,1651255200,2022-04-29 07:40:54,2022-04-29 20:57:57,88.41,68.76,15.66,Clouds,0.0,0.0,0.0,2022-04-29,4,29,4,2022,0.0,0.0,1,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,1.7383735581450682e-28,7.269166175744942e+31,112.41230479657439
981,5,1651341600,2022-04-30 07:40:00,2022-04-30 20:58:37,90.07,70.97,13.0,Clouds,0.15,0.0,0.0,2022-04-30,4,30,5,2022,0.0,0.0,0,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,1.962903221258681e-28,8.001011608969661e+31,125.32043512761578
982,6,1651428000,2022-05-01 07:39:07,2022-05-01 20:59:17,90.14,72.14,16.2,Clouds,0.07,0.0,0.0,2022-05-01,5,1,6,2022,0.0,0.0,0,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,1.5914776107818866e-28,7.018111369515313e+31,105.68428035690815
983,7,1651514400,2022-05-02 07:38:16,2022-05-02 20:59:56,90.79,68.97,14.14,Rain,0.97,0.39803149606299215,0.0,2022-05-02,5,2,0,2022,0.6308973736377352,0.0,1,47.18181818181818,1,DWH,ASW,30.061777777777777,-95.55278888888888,-51.69161654376466,0.0035929071594317076,-0.03916838777068874,0.32650068978291474,-1.5562432897146332,NaN,NaN,-0.042040232480508685,0.05868767215371768,NaN,NaN,NaN,NaN,0.02698306444060818,17.272839509965006,0.0007176979247200411,0.005518662079048519,0.05288536242084454,0.09908485742245282,NaN,NaN,0.0019222590758225136,0.002357777443918554,NaN,NaN,NaN,NaN,0.008550010599621776,0.0027656392011391135,5.552800649961253e-07,1.2708648800339432e-12,6.669148931794464e-10,1.3722962003037336e-55,NaN,NaN,4.991419327412611e-106,9.289083061146614e-137,NaN,NaN,NaN,NaN,0.0015999819021693825,59.14,NaN,0.10838588189262055,-7816.033460004503,-8766.161617758498,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year,7.651632094317934e-29,4.398578765864001e+31,58.01405558506515
984,0,1650902400,2022-04-25 05:59:13,2022-04-25 19:44:13,59.85,41.18,10.42,Rain,0.49,0.010629921259842521,0.0,2022-04-25,4,25,0,2022,0.10310150949352061,0.0,1,7.481440443213296,1,DXR,ANE,41.37153333333333,-73.48218888888889,47.183996887772345,-0.01889529185661175,-0.05876358365739052,1.2065122873550493,-3.3509920936066777,NaN,NaN,-0.032108381867040174,0.04350108204241614,NaN,0.012674704084757757,NaN,0.06043963832041757,-0.02171127778806216,20.16243138618609,0.002365687404051069,0.0056920453099627176,0.17990957920606454,0.18656148053778157,NaN,NaN,0.002074827003209594,0.0019513355413364555,NaN,0.0046808867413611534,NaN,0.007047200402383882,0.009985547158903088,0.01927373574457857,1.380033139762045e-15,5.499758012081836e-25,1.9973761317726493e-11,3.875655107518056e-72,NaN,NaN,5.100721199337933e-54,4.32253017462613e-110,NaN,0.0067739589992166305,NaN,9.788522595385314e-18,0.029684847754891622,36.95,NaN,0.1371848448925468,-6917.177132044051,-8016.986130920011,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,8.174971501128943e-34,1.4228676352437888e+36,34.10557486393768
985,1,1650988800,2022-04-26 05:57:49,2022-04-26 19:45:18,55.17,42.94,5.7,Rain,1.0,0.1456692913385827,0.0,2022-04-26,4,26,1,2022,0.3816664660912492,0.0,0,7.481440443213296,1,DXR,ANE,41.37153333333333,-73.48218888888889,47.183996887772345,-0.01889529185661175,-0.05876358365739052,1.2065122873550493,-3.3509920936066777,NaN,NaN,-0.032108381867040174,0.04350108204241614,NaN,0.012674704084757757,NaN,0.06043963832041757,-0.02171127778806216,20.16243138618609,0.002365687404051069,0.0056920453099627176,0.17990957920606454,0.18656148053778157,NaN,NaN,0.002074827003209594,0.0019513355413364555,NaN,0.0046808867413611534,NaN,0.007047200402383882,0.009985547158903088,0.01927373574457857,1.380033139762045e-15,5.499758012081836e-25,1.9973761317726493e-11,3.875655107518056e-72,NaN,NaN,5.100721199337933e-54,4.32253017462613e-110,NaN,0.0067739589992166305,NaN,9.788522595385314e-18,0.029684847754891622,36.95,NaN,0.1371848448925468,-6917.177132044051,-8016.986130920011,0.0,generalizePoisson,VFR ~ IFR + AWND + PRCP + PRCP_SQRT + TMIN + TMAX + Year + Month + Week_Day,3.7000789617011146e-34,7.864144193154857e+35,17.058122546422386
