OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=HKS,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,10,14
01/02/2017,0,1,0,0,1,0,0,0,0,0,0,2,5,0,7,0,4,2,0,6,8,0,8,16,22
01/03/2017,0,6,16,3,25,0,0,0,0,0,0,0,21,8,29,0,28,6,0,34,56,6,62,116,150
01/04/2017,0,4,21,0,25,0,0,0,0,0,0,0,11,3,14,0,18,10,0,28,44,8,52,91,119
01/05/2017,0,6,22,6,34,0,0,0,0,0,0,0,3,4,7,0,4,0,0,4,10,0,10,51,55
01/06/2017,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
01/07/2017,0,2,1,0,3,0,0,0,0,0,0,3,7,0,10,0,8,0,0,8,0,0,0,13,21
01/08/2017,0,0,7,0,7,0,0,0,0,0,0,0,6,0,6,0,10,0,0,10,8,0,8,21,31
01/09/2017,0,6,5,4,15,0,0,0,0,0,0,2,13,8,23,0,36,4,0,40,24,42,66,104,144
01/10/2017,0,2,16,5,23,0,0,0,0,0,0,3,10,21,34,0,14,0,0,14,14,68,82,139,153
01/11/2017,0,2,19,3,24,0,0,0,0,0,0,0,9,6,15,0,6,22,4,32,0,32,32,71,103
01/12/2017,0,4,35,2,41,0,0,0,0,0,0,2,16,12,30,0,30,4,2,36,42,24,66,137,173
01/13/2017,0,2,21,0,23,0,0,0,0,0,0,0,6,0,6,0,20,0,0,20,26,0,26,55,75
01/14/2017,0,0,12,0,12,0,0,0,0,0,0,1,23,0,24,0,30,0,0,30,28,0,28,64,94
01/15/2017,0,1,19,0,20,0,0,0,0,0,0,2,6,2,10,0,8,0,0,8,28,0,28,58,66
01/16/2017,0,2,9,0,11,0,0,0,0,0,0,1,1,0,2,0,12,0,0,12,4,0,4,17,29
01/17/2017,0,2,7,0,9,0,0,0,0,0,0,2,0,15,17,0,18,0,0,18,6,64,70,96,114
01/18/2017,0,9,26,0,35,0,0,0,0,0,0,0,0,0,0,0,12,6,0,18,8,6,14,49,67
01/19/2017,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,9
01/20/2017,0,2,12,4,18,0,0,0,0,0,0,9,15,8,32,0,38,6,0,44,6,30,36,86,130
01/21/2017,0,1,18,0,19,0,0,0,0,0,0,1,9,8,18,0,20,0,0,20,48,12,60,97,117
