OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=BFL,,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower,
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations,
01-01-2017,7,3,14,0,24,0,0,0,0,0,0,0,12,2,14,0,0,3,0,3,6,0,6,44,47,
01-02-2017,6,6,30,0,42,0,0,1,0,1,0,2,18,0,20,0,0,4,0,4,18,0,18,80,85,
01-03-2017,7,13,28,0,48,0,0,0,0,0,0,4,25,0,29,0,0,4,0,4,50,0,50,127,131,
01-04-2017,7,17,45,0,69,0,0,2,0,2,0,1,13,0,14,0,0,5,0,5,2,0,2,85,92,
01-05-2017,7,14,38,8,67,0,0,4,0,4,0,2,3,2,7,0,0,5,0,5,0,0,0,74,83,
01-06-2017,8,13,63,0,84,0,0,3,0,3,0,2,51,0,53,0,0,10,0,10,20,0,20,157,170,
01-07-2017,5,10,10,0,25,0,0,0,0,0,0,4,15,0,19,0,0,3,0,3,6,0,6,50,53,
01-08-2017,6,3,20,0,29,0,0,0,0,0,0,1,13,0,14,0,0,1,1,2,10,0,10,53,55,
01-09-2017,6,8,39,0,53,0,0,0,0,0,0,0,16,3,19,0,1,5,0,6,0,1,1,73,79,
01-10-2017,3,8,34,0,45,0,0,1,0,1,0,4,28,0,32,0,0,3,0,3,80,0,80,157,161,
01-11-2017,7,15,41,0,63,0,0,2,0,2,0,11,53,0,64,0,1,7,0,8,108,0,108,235,245,
01-12-2017,7,16,44,0,67,0,0,0,0,0,0,2,13,0,15,0,0,3,0,3,16,0,16,98,101,
01/13/2017,9,16,53,4,82,0,0,2,0,2,0,0,2,0,2,0,2,3,0,5,0,0,0,84,91,
01/14/2017,7,7,31,0,45,0,0,3,0,3,0,2,8,0,10,0,0,5,0,5,16,0,16,71,79,
01/15/2017,6,3,22,0,31,0,0,0,0,0,0,0,1,6,7,0,0,4,0,4,0,0,0,38,42,
01/16/2017,9,6,70,0,85,0,0,0,0,0,0,0,25,0,25,0,0,8,0,8,32,0,32,142,150,
01/17/2017,5,18,51,0,74,0,1,1,0,2,0,0,65,0,65,0,0,6,0,6,54,0,54,193,201,
01/18/2017,9,25,43,0,77,0,0,2,0,2,0,3,28,3,34,0,0,4,1,5,10,0,10,121,128,
01/19/2017,7,13,51,0,71,0,1,0,0,1,0,6,25,0,31,0,0,5,0,5,34,2,36,138,144,
01/20/2017,7,13,19,0,39,0,0,2,0,2,0,0,13,0,13,0,0,2,0,2,12,0,12,64,68,
