OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=SBP,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,9,8,24,0,41,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,78,78
01/02/2017,6,8,28,0,42,0,0,0,0,0,0,0,55,0,55,0,0,3,0,3,76,0,76,173,176
01/03/2017,5,16,31,0,52,0,0,0,0,0,0,0,39,0,39,0,0,1,0,1,72,0,72,163,164
01/04/2017,6,24,13,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47
01/05/2017,5,21,20,0,46,0,0,0,0,0,0,0,14,0,14,0,0,2,0,2,32,0,32,92,94
01/06/2017,4,21,20,0,45,0,0,0,0,0,0,0,140,2,142,0,0,0,0,0,124,0,124,311,311
01/07/2017,7,10,12,1,30,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,34,34
01/08/2017,5,14,9,0,28,0,0,0,0,0,0,0,13,0,13,0,2,0,0,2,0,0,0,41,43
01/09/2017,3,14,20,0,37,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,12,0,12,51,51
01/10/2017,4,19,25,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
01/11/2017,4,21,28,3,56,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,68,68
01/12/2017,5,25,21,1,52,0,0,0,0,0,0,0,10,1,11,0,0,0,0,0,72,0,72,135,135
01/13/2017,5,22,22,3,52,0,0,0,0,0,0,1,111,0,112,0,1,0,0,1,60,0,60,224,225
01/14/2017,6,12,16,3,37,0,0,0,0,0,0,1,143,1,145,0,0,0,0,0,94,0,94,276,276
01/15/2017,4,22,12,0,38,0,0,0,0,0,0,2,97,0,99,0,0,1,0,1,58,0,58,195,196
01/16/2017,4,18,16,2,40,0,0,0,0,0,0,2,155,0,157,0,0,3,0,3,140,0,140,337,340
01/17/2017,4,27,12,1,44,0,0,0,0,0,0,0,117,2,119,0,0,0,0,0,100,0,100,263,263
01/18/2017,5,20,28,2,55,0,0,6,2,8,0,0,0,0,0,0,1,0,1,2,0,0,0,55,65
01/19/2017,4,20,23,4,51,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,36,0,36,91,91
01/20/2017,5,24,13,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44
01/21/2017,5,14,16,2,37,0,0,0,0,0,0,3,14,0,17,0,3,1,0,4,14,0,14,68,72
