OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=SGR,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,0,8,36,0,44,0,0,0,0,0,0,0,10,0,10,0,10,0,0,10,8,0,8,62,72
01/02/2017,0,13,70,0,83,0,0,0,0,0,0,3,50,0,53,0,24,10,0,34,28,0,28,164,198
01/03/2017,0,15,52,0,67,0,0,0,0,0,0,1,70,2,73,0,16,8,0,24,68,0,68,208,232
01/04/2017,0,13,44,0,57,0,0,0,0,0,0,0,57,0,57,0,32,14,0,46,76,0,76,190,236
01/05/2017,0,6,69,3,78,0,0,0,0,0,0,1,6,2,9,0,12,2,0,14,0,0,0,87,101
01/06/2017,0,11,29,4,44,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,48,48
01/07/2017,0,5,45,6,56,0,0,0,0,0,0,1,90,0,91,0,26,8,0,34,136,0,136,283,317
01/08/2017,0,7,45,4,56,0,0,0,0,0,0,0,92,0,92,0,22,8,0,30,134,0,134,282,312
01/09/2017,0,17,36,0,53,0,0,0,0,0,0,9,39,0,48,0,30,8,0,38,84,0,84,185,223
01/10/2017,0,15,53,2,70,0,0,0,0,0,0,0,42,0,42,0,14,4,2,20,40,0,40,152,172
01/11/2017,0,26,48,0,74,0,0,0,0,0,0,1,38,0,39,0,26,4,0,30,32,0,32,145,175
01/12/2017,0,17,46,0,63,0,0,0,0,0,0,0,79,0,79,0,24,12,0,36,112,0,112,254,290
01/13/2017,0,6,67,0,73,0,0,0,0,0,0,2,43,0,45,0,8,2,0,10,64,0,64,182,192
01/14/2017,0,10,31,0,41,0,0,0,0,0,0,0,40,0,40,0,10,4,0,14,94,0,94,175,189
01/15/2017,0,8,46,2,56,0,0,0,0,0,0,0,15,0,15,0,10,4,0,14,10,0,10,81,95
01/16/2017,0,14,54,0,68,0,0,0,0,0,0,1,31,0,32,0,30,0,0,30,36,0,36,136,166
01/17/2017,0,13,45,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58
01/18/2017,0,21,51,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,80,80
01/19/2017,0,8,63,0,71,0,0,0,0,0,0,0,2,0,2,0,6,0,0,6,0,0,0,73,79
01/20/2017,0,9,55,0,64,0,0,0,0,0,0,0,46,0,46,0,10,2,0,12,114,0,114,224,236
01/21/2017,0,17,20,0,37,0,0,0,0,0,0,19,75,0,94,0,16,12,0,28,194,0,194,325,353
