OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=BOS,,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower,
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations,
01-01-2017,641,79,12,0,732,1,0,0,0,1,0,41,0,0,41,0,21,11,0,32,0,0,0,773,806,
01-02-2017,764,104,14,0,882,0,1,1,0,2,0,62,5,0,67,0,5,13,0,18,0,0,0,949,969,
01-03-2017,813,137,26,2,978,1,0,0,0,1,0,1,0,0,1,0,0,4,0,4,0,0,0,979,984,
01-04-2017,820,144,27,0,991,2,3,9,0,14,0,8,1,0,9,0,16,14,0,30,0,0,0,"1,000","1,044",
01-05-2017,803,109,18,0,930,0,0,2,0,2,0,49,6,0,55,0,22,42,3,67,0,0,0,985,"1,054",
01-06-2017,787,120,15,0,922,1,4,3,0,8,0,11,5,0,16,0,9,17,1,27,0,0,0,938,973,
01-07-2017,405,48,11,0,464,0,7,4,0,11,0,2,0,0,2,0,6,2,0,8,0,0,0,466,485,
01-08-2017,654,92,28,1,775,1,0,0,0,1,0,18,0,0,18,0,11,6,0,17,0,0,0,793,811,
01-09-2017,884,106,18,1,"1,009",0,0,1,0,1,0,48,7,0,55,0,4,16,0,20,0,0,0,"1,064","1,085",
01-10-2017,817,121,34,2,974,0,0,0,0,0,0,43,3,2,48,0,16,21,0,37,0,0,0,"1,022","1,059",
01-11-2017,845,116,21,0,982,1,1,3,0,5,0,43,4,3,50,0,7,20,4,31,0,0,0,"1,032","1,068",
01-12-2017,871,159,30,0,"1,060",0,3,0,0,3,0,9,1,0,10,0,5,15,0,20,0,0,0,"1,070","1,093",
01/13/2017,868,116,29,0,"1,013",1,0,0,0,1,0,60,5,0,65,0,19,21,0,40,0,0,0,"1,078","1,119",
01/14/2017,589,58,11,0,658,0,0,0,0,0,0,73,0,0,73,0,16,31,1,48,0,0,0,731,779,
01/15/2017,685,91,14,0,790,0,1,2,0,3,0,57,3,0,60,0,8,21,0,29,0,0,0,850,882,
01/16/2017,829,104,22,0,955,2,2,4,0,8,0,84,3,0,87,0,26,25,0,51,0,0,0,"1,042","1,101",
01/17/2017,838,123,27,0,988,1,0,0,0,1,0,53,3,0,56,0,10,20,0,30,0,0,0,"1,044","1,075",
01/18/2017,837,176,51,0,"1,064",1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,064","1,067",
01/19/2017,863,175,34,0,"1,072",1,5,11,0,17,0,11,2,0,13,0,13,14,3,30,0,0,0,"1,085","1,132",
