OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=BNA,,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower,
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations,
01-01-2017,290,74,53,0,417,76,10,9,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,417,512,
01-02-2017,337,103,49,0,489,79,14,10,0,103,0,0,3,0,3,0,3,0,1,4,0,0,0,492,599,
01-03-2017,347,100,53,2,502,72,17,22,0,111,0,0,2,0,2,0,0,1,0,1,0,0,0,504,616,
01-04-2017,344,94,53,17,508,60,26,11,1,98,0,0,18,1,19,0,1,11,4,16,0,0,0,527,641,
01-05-2017,342,91,58,9,500,69,24,6,2,101,0,1,29,5,35,0,0,9,1,10,0,0,0,535,646,
01-06-2017,325,110,71,2,508,76,35,11,1,123,0,1,3,2,6,0,6,5,3,14,0,0,0,514,651,
01-07-2017,229,61,30,1,321,30,15,5,0,50,0,1,29,7,37,0,2,5,1,8,0,0,0,358,416,
01-08-2017,273,95,52,0,420,41,19,10,0,70,0,0,8,8,16,0,6,5,2,13,0,0,0,436,519,
01-09-2017,352,88,76,4,520,57,16,24,0,97,0,2,41,5,48,0,11,14,4,29,0,0,0,568,694,
01-10-2017,339,104,80,3,526,68,22,24,1,115,0,1,9,0,10,0,5,3,0,8,0,0,0,536,659,
01-11-2017,360,88,83,2,533,72,13,23,0,108,0,0,9,0,9,0,4,1,2,7,0,0,0,542,657,
01-12-2017,362,82,78,4,526,70,17,18,1,106,0,2,14,25,41,0,10,7,5,22,0,0,0,567,695,
01/13/2017,355,102,71,7,535,93,27,12,1,133,0,0,0,0,0,0,0,1,0,1,0,0,0,535,669,
01/14/2017,247,62,24,2,335,44,15,9,0,68,0,0,2,0,2,0,1,3,0,4,0,0,0,337,409,
01/15/2017,281,67,46,2,396,55,17,7,0,79,0,0,0,0,0,0,0,2,0,2,0,0,0,396,477,
01/16/2017,353,96,63,3,515,67,14,22,0,103,0,0,22,0,22,0,5,5,1,11,0,0,0,537,651,
01/17/2017,349,89,75,7,520,63,12,17,0,92,0,0,4,14,18,0,2,0,0,2,0,0,0,538,632,
01/18/2017,354,101,103,9,567,80,23,24,3,130,0,0,11,3,14,0,4,8,2,14,0,0,0,581,725,
01/19/2017,367,108,87,2,564,80,19,17,0,116,0,0,1,0,1,0,0,0,0,0,0,0,0,565,681,
01/20/2017,357,90,94,8,549,64,13,25,6,108,0,1,25,19,45,0,8,13,2,23,0,0,0,594,725,
