OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=PHX,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,1025,70,28,0,1123,0,2,0,1,3,0,2,2,0,4,0,3,5,0,8,0,0,0,1127,1138
01/02/2017,1085,76,52,0,1213,0,2,0,4,6,1,5,10,0,16,0,20,13,0,33,0,0,0,1229,1268
01/03/2017,1141,91,43,3,1278,0,2,1,4,7,0,14,16,0,30,0,16,25,0,41,0,0,0,1308,1356
01/04/2017,1102,81,47,7,1237,0,5,2,7,14,0,22,24,0,46,0,20,18,2,40,0,0,0,1283,1337
01/05/2017,1094,87,48,0,1229,0,6,0,6,12,0,13,10,0,23,0,13,16,5,34,0,0,0,1252,1298
01/06/2017,1061,94,59,7,1221,2,4,2,6,14,0,17,20,4,41,0,12,21,2,35,0,0,0,1262,1311
01/07/2017,945,74,15,2,1036,0,4,2,3,9,0,9,10,4,23,0,23,15,3,41,0,0,0,1059,1109
01/08/2017,990,57,34,1,1082,0,9,0,3,12,0,12,7,0,19,0,9,21,4,34,0,0,0,1101,1147
01/09/2017,1050,75,32,5,1162,2,4,1,4,11,0,12,10,2,24,0,10,17,1,28,0,0,0,1186,1225
01/10/2017,945,84,52,5,1086,0,8,1,4,13,0,20,27,1,48,0,17,24,4,45,0,0,0,1134,1192
01/11/2017,1055,81,54,14,1204,0,5,2,3,10,0,19,18,0,37,0,29,22,7,58,0,0,0,1241,1309
01/12/2017,1066,103,42,8,1219,0,4,3,3,10,0,17,27,0,44,0,21,23,5,49,0,0,0,1263,1322
01/13/2017,1056,70,37,6,1169,0,2,5,1,8,0,19,17,0,36,0,25,21,3,49,0,0,0,1205,1262
01/14/2017,970,50,20,1,1041,0,0,1,3,4,0,9,4,2,15,0,10,16,0,26,0,0,0,1056,1086
01/15/2017,964,58,33,1,1056,1,1,0,0,2,0,2,6,0,8,0,9,13,1,23,0,0,0,1064,1089
01/16/2017,1030,84,49,2,1165,0,5,1,2,8,0,4,13,0,17,0,12,19,0,31,0,0,0,1182,1221
01/17/2017,959,89,43,11,1102,1,2,0,2,5,0,12,22,0,34,0,14,33,3,50,0,0,0,1136,1191
01/18/2017,1037,84,55,6,1182,0,5,0,8,13,0,27,27,0,54,0,19,31,7,57,0,0,0,1236,1306
01/19/2017,1056,92,58,9,1215,0,3,0,5,8,0,3,16,0,19,0,6,17,13,36,0,0,0,1234,1278
01/20/2017,1042,94,39,3,1178,2,3,0,3,8,0,2,6,0,8,0,9,11,8,28,0,0,0,1186,1222
