OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=FFZ,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,0,0,7,0,7,2,0,0,0,2,0,1,9,0,10,0,1,6,0,7,36,0,36,53,62
01/02/2017,2,4,11,0,17,0,0,1,0,1,0,163,123,0,286,0,9,7,0,16,375,0,375,678,695
01/03/2017,0,10,14,0,24,0,0,0,0,0,0,178,103,1,282,0,2,15,0,17,336,0,336,642,659
01/04/2017,0,5,11,0,16,3,1,0,0,4,0,196,193,15,404,0,1,19,0,20,515,0,515,935,959
01/05/2017,0,3,8,0,11,2,0,0,0,2,0,179,122,15,316,0,0,20,0,20,451,12,463,790,812
01/06/2017,0,5,13,0,18,1,0,0,0,1,0,180,146,14,340,0,4,16,0,20,339,9,348,706,727
01/07/2017,0,16,12,0,28,0,0,0,0,0,0,168,218,0,386,0,4,23,0,27,368,0,368,782,809
01/08/2017,0,26,9,0,35,0,0,0,0,0,0,168,142,1,311,0,6,12,0,18,420,0,420,766,784
01/09/2017,0,13,8,0,21,1,0,0,0,1,0,162,125,13,300,0,3,27,4,34,471,0,471,792,827
01/10/2017,0,5,10,0,15,0,2,0,0,2,0,207,141,26,374,0,3,35,1,39,472,0,472,861,902
01/11/2017,0,13,14,0,27,2,0,0,0,2,0,173,138,22,333,0,7,26,0,33,282,0,282,642,677
01/12/2017,0,9,18,0,27,0,0,0,0,0,0,152,129,20,301,0,1,11,0,12,372,0,372,700,712
01/13/2017,0,18,15,0,33,0,0,0,0,0,0,156,96,18,270,0,2,21,0,23,503,0,503,806,829
01/14/2017,0,8,4,0,12,0,0,0,0,0,0,132,100,9,241,0,7,9,0,16,567,0,567,820,836
01/15/2017,0,11,8,0,19,2,0,0,0,2,0,81,37,0,118,0,4,7,0,11,624,0,624,761,774
01/16/2017,0,5,6,0,11,0,0,0,0,0,0,150,121,27,298,0,4,20,0,24,512,0,512,821,845
01/17/2017,0,21,15,0,36,0,0,0,0,0,0,184,153,30,367,0,7,26,1,34,605,12,617,1020,1054
01/18/2017,0,19,8,0,27,1,0,0,0,1,0,179,182,15,376,0,6,27,0,33,407,0,407,810,844
01/19/2017,0,4,7,0,11,2,1,0,0,3,0,159,64,34,257,0,3,14,2,19,595,0,595,863,885
01/20/2017,0,5,1,2,8,0,1,0,0,1,0,79,40,14,133,0,1,4,0,5,431,0,431,572,578
01/21/2017,0,14,9,0,23,1,0,1,0,2,0,137,60,0,197,0,3,16,0,19,238,0,238,458,479
